sentence;label;prob
Last night, there was a 2020 general election feminist talk prepared by three organizations of the Gender Politics Institute. Five feminist candidates from various political parties gathered and held a talk show;disgust;0.8479458689689636
Moonf is not a textbook written with moral books, but a self-written moral book president, and the general election results were ahead of the year;disgust;0.4205871820449829
The vote of confidence in this city is not real.;neutral;0.7009120583534241
Lee Jae-myeong, who is leaping into an international figure, is a lame duck start, regardless of the results of the general election, so the line-up will start from now on.;disgust;0.31562483310699463
21st general election support survey No. 1 Cho Taek-sang 448% Symbol No. 2 Bae Joon-young 386%;disgust;0.4112848937511444
Everyone is avoiding their mistakes and is only striving for nomination in the general election next year. The problem is not nomination but election. In the conservative newspaper poll, the approval rate is only 15% despite this state of affairs.;disgust;0.7807477116584778
The person who reported to The Live is testifying directly to me. The channel denies the channel, and the channel has tried to approach it first. The channel seems to have done it at the organizational level.;surprise;0.578234851360321
In the general election, the first prize was the impeachment remarks of Shim Jae-cheol, and the Democratic Party of Kim Mi-ri, Jin Jung-kwon,;disgust;0.41545191407203674
It's a big deal. The general election is going to win the government ruling party, but the level of public consciousness is not enough. Especially young people are not able to understand the reason,;disgust;0.7880987524986267
I want to take a woman's party in the poster of the general election at home, but how do I take it naturally?;surprise;0.5875511169433594
"""The big victory of the general election"" Congratulations ""Korea Corona response, best example""";disgust;0.6951179504394531
I am still worried that the Korean politics has been reorganized forever by the general election. I am worried that we have secured more than half of the seats in the Uri Party, and we are now the main stream.;surprise;0.7102263569831848
70 hidden votes in the metropolitan area are going to be voted on. You have to vote this time 11111;neutral;0.6187315583229065
"Daegu Teen Proofs Visit Busan Club ""480 Club Visitors on the Day"" I do not care about your news.";disgust;0.9709683060646057
April 10, 2020 New Jeonbuk Newspaper 5 Negative Election Poll Privately Polled General Election Poll Privately closed The Democratic Party of the Democratic Party;surprise;0.5038691759109497
The pro-Japanese far-right unification party, along with the future Korean party Abe, all of the Koreans' pride,;neutral;0.6354300379753113
There is no interest in the candidates such as Lee Hae-chan, Kim Eo-joon, Lee Jae-myeong, and Yoo Si-min, who are not candidates for the general election.;disgust;0.9830596446990967
The situation is reversed after the national election, which has been won by the Democratic Party's presidential election, and the election has been held. According to various polls, the ruling party is not bad. Bloomberg News analyzed that President Moon's supporters are gathering again thanks to the easing of the Corona 19 spread.;disgust;0.9815701246261597
Lee Hae-chan, who expresses his intention immediately after the general election, is inevitably a bad thing.;disgust;0.9770407676696777
"Hwang Gyo-an, Jongno 15-dong, and big-time campaign ""Please give me an opportunity"" The people are angry at the future integration party that cooperates with the Chosun Central East Asia, which is in line with Japan and the far-right Japan Conference,";disgust;0.9577342867851257
I had expected the 20th general election to be 400,000 votes in the past, but it was a lot more than that. Namami, who was 15th in the 8th gun, was 880,000 votes.;disgust;0.36906859278678894
Hwang Kyo-ahn's threat Hwang Kyo-ahn intimidation election political general election Mr. Trott Mr. Gyeongsan Lee Kwon-woo Jinto Baegi Gyeongsan National Assemblyman;surprise;0.48640742897987366
I have been to the presidential election in the last general election, but this year I will go to my relatives' house without an exit survey,;surprise;0.4178764820098877
"Kim Jong-in, I hope you haven't lost the last general election. ""Please help the majority of the Democratic Party.""";disgust;0.8038839101791382
But what do you think is that it is alba, but it is a common sense problem after the general election and Bae Hyun-jin's account is alive?;disgust;0.782680332660675
In addition, the Democratic Party's non-fulfillment rate was 446%, the future integration rate was 429%, 208%,;surprise;0.5357920527458191
In this general election, Moon Jae-in will be the first president without lame duck. Most of all, the satellite parties have collapsed all the minority parties, and the National Assembly has become a single system of the Democratic Party.;surprise;0.4415155351161957
Everyone expresses the general election period as a season, but it is too harsh for Deremas producers;disgust;0.9208561182022095
The prosecution's evil is beyond the limit and is transformed into human species. Now, the prosecution will judge Yoon Seok-yeol and his party's;disgust;0.6770190000534058
Eight days after the heatbenchers, Yoon Chun-jang will go to the front.;neutral;0.4190334975719452
I also sold potatoes in Gangwon Province, but every time I see the U.S. and U.S. party in the general election, I do not have a good attitude, but I want to say it without knowing anything.;disgust;0.6416878700256348
"Lee Nak-yeon ""I will not leave Jongno until the end of the election from now on."" The 14th day before the general election for candidates is concentrated only in Jongno.";disgust;0.912979006767273
Twenty20 general election candidates can lose their badges even if 20 candidates are elected;disgust;0.8892583847045898
I'm busy with you. If you're a loser in the general election, will you introduce me to a small business?;disgust;0.9132665395736694
"Na Kyung-won of the U.S.-led Hwang Kyo-ahn, who is saying, If the Democratic Party wins in the general election, declare martial law and say, ""The left-wing dictatorship."" What is the roots of the U.S.-led party?";surprise;0.5028394460678101
Of the 5,000 votes that lost in the last general election, 3,000 votes were dropped to the side, and considering the various environments such as party support ahead of the last general election,;disgust;0.9291365146636963
The reason why the Unified Party came to the difficult situation today is that the situation is favorable, and each person has created a dissonance in the nomination process with other thoughts. If you think that you are overly factional and think that you are not united and neglected,;surprise;0.3756093978881836
In Chungcheong province, the general election leaders of the ruling and opposition parties are gathering together to gather the supporters.;disgust;0.5168241262435913
If you look at the general election results and the public sentiment, follow the public sentiment and cancel the permit for both broadcasters.;sadness;0.6541125774383545
"We will not leave a small division to the end. """" I am confident that I will meet again in the big sea after the general election without hanging on to the interests of the present day. """;disgust;0.6361240744590759
If the Democratic Party wins the general election, Yoon Seok-ryul will resign instead of Hwang Kyo-ahn.;disgust;0.742408812046051
"Cha Myung-jin, Seowall tent end Continuing integration ""There is no more action"" indigenous dwarfs feel like a good feeling";happiness;0.9929351210594177
Some of the mare schools are open and start face-to-face classes. I do not want to hear students ask me to refund my tuition. Other mare students are listening to the room.;surprise;0.5526133179664612
But now that Ahn and his gang have been doing it in the 20th general election, they have only recovered it.;surprise;0.5396463871002197
I hope it puts it in 100 million mistakes. If you use it, you will be harassed 20,000 won. Then he did it for 20,000 won.;disgust;0.38321709632873535
In addition, Democratic Party candidate Lee So-young's official campaign day, Democratic Party candidate Lee So-young, Uiwang City Gwacheon City, and recruitment talent 8 are confident of winning the general election on the first day of the official campaign,;disgust;0.8579578995704651
If I do not solve the real Democratic Party's 260,000 straight, I will never have the future of the next presidential election. If I do not push it to this level, I will die and die.;disgust;0.9928117394447327
The 4,15 general election is that the pro-Japanese pro-Japanese and indigenous dwarfs will win the Han-il war and impeach the president. The indigenous dwarf group Future Integration Party, the future Korean party,;surprise;0.5979615449905396
I was running for the Akari Sal Drab to get a general election, but I have to change all the medals to Juel.;disgust;0.6279279589653015
I know this general election is an opportunity that can not be seen again unlike the outside view. There is a reason why I have been dissatisfied for a year and a half and I have stopped the party.;disgust;0.9587069153785706
The election is clear that the stock market will first catch the head of the general election related to the general election.;disgust;0.507896363735199
Straight, all of our vested interests were a country that had been hurt by each other. It is not a baby today, but it is not a baby today.;disgust;0.7222747206687927
Citizens' group, running for general election Na Kyung-won 12th accusations against false facts Why the prosecution is investigating Na Kyung-won;disgust;0.34510859847068787
Eighty Corona 61 days in total, a total of 16,61 people in the total number of new confirmed positions What do the burlesques think that the confirmed number will increase after the general election?;surprise;0.45857521891593933
"10th general election Today, I will do my best tomorrow by trusting only the people of Buk-gu who love ""I promise the politics for the common people and the weak"" ""the taste of Korea"". Thank you Kim Kyung-jin, Kim Kyung-jin";disgust;0.9792219996452332
Park Hyung-joon, explain the outside visit ahead of the general election Do not say that you are a child who has burst.;sadness;0.47418013215065
When the airwaves pay attention to the national elections, Sampro pays attention to the US presidential election.;disgust;0.9538442492485046
The shooting is the same as the remarks of the candidates such as Ha Tae Kyung. It is now a matter of time before the shooting goes into the room.;disgust;0.9363265633583069
This is also a general election operation. Why is the media suddenly worried about the debt of the country? The debt ratio is the largest ever, and the debt ratio is the largest ever.;disgust;0.5829480886459351
If Soju Province, Denuclear Power Plant, Fatherland, and Ulsan Duke win the general election;disgust;0.6289992332458496
I did not know that it was a citizen lawyer. I did not know that there was a candidate who was elected without knowing the rats who were elected to the general election.;disgust;0.9832947254180908
I do not care. Please trust Kim Pa-ryul, candidate of the 1270 general election symbol;disgust;0.9775440096855164
Kim Jong-pil, a giant of Korean political history, failed to break the provisions of the 3% blockade of proportional representation. Kim Jong-pil, who was led by the United Liberal Democrats in the 17th general election, received 28% of the party's approval rate.;disgust;0.6270480155944824
North Korea's Kim Jong-un, who hates humans who say that he is a conservative right in the Republic of Korea, will defect one by one and accept the Future Integration Party.;disgust;0.8126751184463501
If the difference between the general election and the presidential election is similar to the Daegu Gyeongbuk death, it will be a long way to history. The conservatives will shake the gardens, divide the religion, divide the religion,;disgust;0.7667290568351746
I expected the free Korean party to fall below 50 seats during the general election.;surprise;0.48710110783576965
The 2016 general election was a dawn when I could not really adjust, but today I can not really sleep;disgust;0.7551127076148987
415 What is the general election? Yongin City candidates' development pledges Next cafe;disgust;0.6418401002883911
In addition to the results of the 110,000 votes for the women's party, I would like to go 5% at all as if I can expect a proportional one seat in the next general election.;disgust;0.481431245803833
Wuhan pneumonia is an oxygen respirator that saved Moon Jae-in. Moon Jae-ang The only way to escape from hell is to win the general election of the Future Integration Party and the Future Korea Party. I appeal to you.;disgust;0.7554168105125427
"Hwang Gyo-an ""Let's pay 500,000 won per citizen"" Proposal The universal welfare is more of a red-headed person than Tana, so I asked the mouth to object";disgust;0.6899900436401367
Oh, so the Honam Bay graph color is different. The general election map is watching the movie, and the people who speak in Busan are all Honam except Roh Moo-hyun.;disgust;0.6318104267120361
The illegal election is poor, but it is because the evidence and the witness are prepared because the illegal election was planned from the beginning. If the investigation is done, the forces that made this case soon after the investigation were shot by the North on the day before the general election.;disgust;0.9951091408729553
Since the general election is over, let's increase each trial party Daejeon Jeju seems to be possible soon.;disgust;0.515417754650116
Choi Yeon-sook, proportional representative of the people's party, age, career, career, military service, and 21st general election.;disgust;0.6781700849533081
This is a deliberate delay to give all the money after the general election.;disgust;0.9094743728637695
Past pledges There is no Samtang philosophy All the mothers who are political are mothers.;disgust;0.5626035332679749
"The general election seems to be speeding up preparations for the ""airborne"" in the ruling party's victory.";disgust;0.6058961749076843
I put a human being who should lie in a coffin as a face madam, and will the water flow normally?;disgust;0.8595364093780518
I am saddened that there is no progress unless I look back on myself as I have realized that I am a frog in the well.;neutral;0.5313920974731445
Labor Daily site, Kim Jong-in is confident that he will make a strict judgment in the 415 general election;disgust;0.89034104347229
