sentence;label;probability
Would it faithfully than at the time of the explosion Single Spark How was shifted to a climax when gamjeongseon;happiness;0.3870803117752075
I do not know that you want to deliver what the audience well versed Job trees father if the family is not difficult thing is the daughter thought the Father trees makin show's only one more thing to defend the trees eventually lose to the collapsed house made;happiness;0.9742790460586548
Ttomyangkkung unique taste like Siamese is boring because it's hard to eat without ttomyangkkung;disgust;0.9495289921760559
But I've been really fun drama jaemiteotda;neutral;0.6153537034988403
Comedy is a terrible fact surpassed the scenario and director of the first part;disgust;0.862040102481842
But I figured it was good actors abandoned eopneyo really fun time from the music to the story;disgust;0.42894819378852844
I gotta look Enjoyed ranked as self-organizing ehyu thing is not to follow ratings;neutral;0.5718052983283997
Trick was also cool but bitter when my father beat up right;anger;0.7034145593643188
I wanted everyone to share the road and look at your own life when Marilyn Monroe was a kid but now I want you to have only one person in the world I love my own;disgust;0.8599613904953003
Toss gently official familiar with the talent that delicious but it is compared to the Prison on Fire Fall;happiness;0.9077333211898804
Here is the movie to see the movie deoni why the rating is made yireotji very well after a long time I've been I heard good jam making movies;happiness;0.3851594924926758
Yokman came to see the crazy movie sticky sort of thing in the intergranular independent film Drip value attend;happiness;0.8531476855278015
World experimental deviations failure supervision only know kkeutnaera is only fiction;disgust;0.8693497776985168
This was when this news to sports Carrick remember or realize leaping pilots will fly Scene;disgust;0.748803973197937
But the movie was calm lingering smoke that I liked more than two people in;disgust;0.8782227635383606
It is only the higher rated sports movies I looked dead, not my sense of security in tow yet;neutral;0.27230125665664673
Study on Do not be hooked up to the philosophy of religion religious Movie Trailer Lim;neutral;0.47183096408843994
Subjects taking only represent the most typical condition of the subject, too superficial to only draw;disgust;0.893318772315979
What are human too little movie called garbage memorable Did've seen the movie;disgust;0.9000956416130066
I wish to see if unintentionally doetneunde life movie dad died before he bwatdeo I love my dad so much;disgust;0.8641837239265442
Note Oh look at the end to guess the dishes when the last comes to cooking for those who inform deuryeoyo Can I see that emptiness came to food appeared in the picture, and ending on the last scene hwinalrineun feather in the back drop of hills alive sound machine;sadness;0.6763078570365906
The location itself is interesting only jeongjak movie soon be forgotten films;disgust;0.6937211155891418
One just trying to look always beautiful in Khmer drama, a lot of these ideas haetneunde two flicks completely makes sense to think about something else doeguyo certainly deliver maps to anticipate what the director so much will I think the scenario to see selected films and directors unhappy that do not forgive not;sadness;0.9498082995414734
Im scared waste two trillion kinds of information is ridiculous too unkind hammwon gatjaneun got it all;fear;0.960225522518158
Really great but I wanted to see on stage is gonna Although reduced to three hours and a half watering ppyaego I cross the wrong expectations, but beauty is only potentiometers gaejjeol Empty Sunni people just let the guys go see seyoung ride on our hyeokjae;disgust;0.641383171081543
I do not even do brilliant except the spectacular film that the actors came out anhaeteul would've seen the scenario changes, but it is entirely up to the last Feasible lady.Wanting something the validity of the continued lack of information'm making movies, I thought, why Do I see this;disgust;0.33983197808265686
Incredibly, only created a character with special abilities did revive that character better than pity is that the character of the protagonist boring later deployment liked;disgust;0.8212841749191284
Why were the old days apart jaemit time to do more than this mini fun days;neutral;0.509504497051239
I saw myself just as I cook horror movies afraid to drive to the real smoke awkward museounji;sadness;0.8525667190551758
This grade of film halfway position. What neither erotic nor drama;disgust;0.6893971562385559
All live live this crazy movie yet cheombo nek looking to go becomes a genre of movies Off I want a damn vague than it really is not a real movie stars ahnwak middle shameful place whatnot shove;disgust;0.41777896881103516
But the superposition of boring stories from the early and mid late I Commitment No kidding love aeteut;disgust;0.7871691584587097
It changes so than the movie back to the youth, especially fine way to go this set of mum and daughter also released exciting saekdareuda;happiness;0.6015290021896362
It chest is warm and could again feel the power of film;sadness;0.6765624284744263
Real live live in sub Trang, Nam-joo was the first leading drama Was not load the Nam-joo;disgust;0.8301472663879395
Ishikawa keen eye that holds the target is matched by greater oversight Chapter Jia seems not;disgust;0.45348024368286133
I talk nonsense confession of evil warfare, but that thirst baejaem more cool movie every time I see something cool in our country nowadays;happiness;0.554274320602417
A little more than others in the series, however, the scene of the confrontation with Drago is awesome;surprise;0.509096622467041
Running time is too long, then watneyo simply have fun watching other kids do;disgust;0.8584721088409424
And all look across from mid-spring goose it looked so not too much smoke, Mr. Kim Young Ho did not read the Ambassador yen level in early spring to run interest;disgust;0.7778120636940002
Today you get too much fun for hwatting all the actors who end soon too bad over the last hoera;neutral;0.49802690744400024
This completely original network director chyeotne the most important thing meongmi hero song could not come anseup;happiness;0.5515593886375427
In the discovery of the love seeing Sung Joon would put more fun and looked really good fun too;surprise;0.47901082038879395
No sense to give more trash movie nadir is also no need to give movies;disgust;0.5617260336875916
Ahheuk wool nephew John Zola looked at the trailer go to see him go to see their nephew at the weekend seemed to be jam I look;disgust;0.7048738598823547
Oh, the shame plane drama came true now;disgust;0.8106796145439148
Imagination is an interesting story stand out and really made a beautiful and touching film carrying a happy ending, there is no feeling of regret;sadness;0.9784543514251709
Real movie I really impressed yidayi sheds tears among the most impressive and the film is a lyrical film Eun finally a real real top end so sad;surprise;0.9206202626228333
Nya nya horror action movie heroine is not it send the ghost tour carrying metal pipes;neutral;0.5019208192825317
Who killed who did not nyaga important. Why did kill and kill and Shin Ha-kyun's acting really crazy;disgust;0.9087305665016174
If the period during which the negative daende this film is a negative point angry;disgust;0.6514406800270081
Romantic comedy like drumsticks this movie was thought the main character self-esteem is low and never make you feel a lot of inferiority complex down to be honest, pausing every time I see in the movies is not a once or twice a story and configuration too, but've seen the end does not geudak empathy time waste by a whether it;sadness;0.9533653259277344
Real shocking story of a different type melodrama about adultery of a middle-aged hidden behind a shocking jeongsassin;surprise;0.8384107351303101
Since the early yen doetneunde worried because the fun continues jungbanbu eyes wept's so touching and movies that contain significant was the mother does not believe in its absolute attraction;surprise;0.27126196026802063
Both male and female protagonists eda this eogeoji set to become smoke jjeonda lessons that last a colorless reversed;disgust;0.9305698275566101
Walking time is well managed but the desert rogues are not just now which when daende;disgust;0.919165313243866
That's gourd is really, really attractive people geulgu Let's not use;disgust;0.3628658354282379
What the hell is this, alas I could also see what that means In Fantasy;neutral;0.5856963396072388
Compared to the source code, it mangjak ipnidayo;neutral;0.5226503014564514
None of bearing the grief there in the net to complete lack of human hung under the eaves;neutral;0.3527982831001282
Grub Song Il Melo did not see in the movies since the comedy;neutral;0.5740668177604675
This all looking forward doing spring drama of security is changing to the Internet as the person of John, sometimes breaking friggin thought you were a typical handsome actor one drama and appeared in blushing this report concealment recognition story is very good and the cast above all to the absurd social satire thriller acting not cut the film;sadness;0.5165275931358337
I wonder the old days, yeotdeon lack of tears in my eyes at my age now thirty Am I mature twenty-year-old eyes, I watch movies that do not happen to see doetda lately Imagine feeling again without thinking I bwat;sadness;0.897879958152771
Really I say that they'll to create a single, Superstar K only proficient audition called superstar first came out Is not too hangeo is It must have been pointless almost up to the popular vote Jury raw score gradually or even poor people singing really good yo 's no;happiness;0.39404764771461487
After all, only gagoya Face to hew to the United States to promote the movie, not the movie Rocky Sports;disgust;0.7431291937828064
Tears I would not have been woken the entire contents tears Al Pacino really cool;happiness;0.9475820064544678
A former filmed the nine-year-old life, usually the original seen in the original novel to the movies was a lot not looking case on nail on the original saw nine lives by chance when viewed from the content side, but largely skipped the contents of the original to see the movie I felt impressed was beyond the original;happiness;0.689427375793457
Begging for compassion one step further in the typical young kid as bait cheap sinpa;disgust;0.9334772229194641
When the person Rated finding extremes enabled deserve it for the time to come up with the obvious action is not fun, but look at the people going without finding something fun and unique feel ppeonhaji;sadness;0.8863382935523987
Garbage Lani I see it is the first time they hold a ohbanga comedian comedy in movies;disgust;0.8670679926872253
Gyang more typically still was no security wasnt the worst I have referred only chidatgo Christian Grunge deliberately crime scene when the cross must come out Hey eopne;disgust;0.9111310839653015
The last is the best movie scenes can not forget a lifetime go;disgust;0.7646730542182922
I'm not one to miss even from the beginning until now, when I hope to see it if I laughed a lot also does a good laugh to see the usual blue geotap one person had continued to fall Doan;sadness;0.6388235688209534
The sales figures Frankenweenie;neutral;0.6653446555137634
This book is too much healed animated Japanese pronunciation geurimche geoseulrim such a thing even;disgust;0.6842522025108337
When I was a kid when I saw that movie boring and funny unprecedented inde praise mandeon films that praise Who hangeonga;disgust;0.4374026656150818
I honestly worth gwaenchaneunde worked fine points of tension and so manneyo ateum fine'll chujeon;happiness;0.8018316030502319
Videos Gyeongsang years ago, but it looks dirty bonde Una apse chili when love is s getting increasingly Son Ye-jin in the way I think in the past years more and putput good in the movie Pirates of broken;sadness;0.739517867565155
Not worth speaking with the mean what writing;neutral;0.6620755195617676
One side, and let one eukip Pohang campaign initiated one day side as characters, more than 100 meters to the matrix, and offered a cheotinsa to citizens've stopped growing, tight blockage in Pohang economic'll be sure to keep social distance drilled Pohang ohjunggi Moon Jae-election;happiness;0.8320046663284302
This is not a measly 415 after the US elections I hope successfully restructured advances, including the Democratic Party, such as maintenance and define eopdang minjungdang, Greens, Labor measly US dismantled jeokpye liquidation;disgust;0.864328145980835
"Tak residents, chamyeongjin ""no room for a similar position, repeat understand"" the makmal panoramic Citizens President Event Planning Advisors is the 9th 415 election Bucheon disease in relation to time call makmal of chamyeongjin party candidate future integrated ""part of a lot of understanding to intervene at all there ""was criticized";anger;0.5094502568244934
"Ohgeodon, election after the resignation determine whether chinmun inner circle giant phone manually ohgeodon resignation, powerful forces acting on the elected party integration tasks ahead of elections ohgeodon gwaksangdo ""and answer to the presidential office, I embarrassingly absurd gimoesuk senior related fact that""";sadness;0.8843368291854858
Wait a sweet voice and sing a song of measures that have to go to the polls, just say it did go for a vote promised completion of the voting campaign video jakkuman want to let politics river river Daniel Daniel, 415 election campaign video released;sadness;0.5585051774978638
Yiseunggwang, 21 election results, again blamed `` certain elections;disgust;0.8203411102294922
Gimjongin The reason was a taste victory in the last elections was not because it was a time dangdaepyo munpeu not land jalnaseo now dangdaepyo sosokdang of the Hwang Kyo-ahn Inge Trap;disgust;0.9018991589546204
Who'll bite money home real estate policy coherence for at least 10 years and presidential elections will be held as soon as it may meokneunge gocheo think home ownership is the cost, not profits;disgust;0.8446564674377441
After hongdaepyo Whiting's revered May elections doesigireul dangdaepyo;disgust;0.7389126420021057
"Kim Ye-Ryeong, a spokesman Per integrating the first review ""if this, if the general election is Moon Jae regime to win in the end their corruption and concealment, false is truly would be disguised his country situations and lime event, Silla Zen event, Ulsan electoral intervention 文 regime no doubt they will all go sit down and sleep. """;fear;0.8662112355232239
Times suggests gimyongtae gangyosik candidate unified April 6 decision by the 7th poll gangyosik urgent attention, the first election campaign still 415 free elections into a megaphone Corona 19 events from April 2;happiness;0.6468366980552673
"Jeonhyeonhui ""started standing Gangnam's my mission to finish every one is responsible"" Gangnam jeonhyeonhui";happiness;0.6280294060707092
Lines represent commitments was extended northwest Bundang Seoul newspaper on the service end of June postponed the lack of feasibility;disgust;0.4512345492839813
Doors to help the President of timing ruling yellow head election won foreigners but selreop the general election is imminent at this time there is no campaign effectiveness by the fact that they find a statement the president own international celebrity knows all who in Korea, they call on the statement President requesting, and expressing respect;sadness;0.9050074219703674
Candidate countries who have not believed the former ministers were all elected majority, or which have in some cases by the defeated candidates was the election victory of the Democratic Party, the backside reflecting the strength of yeocho 女 超;sadness;0.9139883518218994
Freedom Wind store 21 election fraud allegations organize for elections;disgust;0.4471791982650757
415 official election campaign begins, and the ruling Democratic Party, with the first day was a holiday was concentrated firepower in the capital up to 415 seungbucheo elections;disgust;0.7823461294174194
20,177 I learned the world Shut quality handcuffs in February CKD President thought his son motivation is to be buried in the sex Voyeur crimes such as Corona 19 and elections the political situation, channel events after the n. For watching the house causing gapjil or problems to live to be a good example to their children another favorite event yinaeyo;anger;0.8004566431045532
Is not remaining days general election, we hope to send a strong final cheer Dear lonely candidate who is undergoing elections in rugged terrain's to Pohang, North ohjunggi candidate gumigap gimcheolho candidate yeonsueul jeongilyoung candidate Chungbuk Boeun, Okcheon gel Goesan gwaksangeon candidate Gangwon Gangneung Kim, Kyung - Soo candidate chungbok Seosan Taean Johann others climate Vogue;disgust;0.43603014945983887
Yesterday evening, it was the 2020 election feminist political talk prepared by the Institute over three annual gender politics are multiple parties together five feminist candidates proceed to talk;disgust;0.755531907081604
Munpeu was the first time you call more moral chaekmun president, election results, not being self-authored a textbook written in the book Moral;disgust;0.3799321949481964
City State Vote for this belief is not true halgeomyeon Be the next general election;disgust;0.835770845413208
Moon Jae yijaemyeong to become a global figures'll be a lame duck not start because danim regardless of the election outcome as the next secretary-line from now people crowded crowded side, and start yinakyeon yijaemyeong;disgust;0.7271919250488281
21 elections approval ratings survey symbol # 1 jotaek the 448% mark twice baejunyoung 386% jotaek Democratic lawmakers, with 468% possibility of winning the future baejunyoung per integrated 400%;disgust;0.5261858701705933
All his fault is avoiding carrying the neck only nomination in next year's general election issue Be awake ranks doegetna the next election, despite not nominating inde elected for this purpose maintenance such national nanmaeksang in newspaper polls, and should not only 15% approval rating goinmul is Hong Jun-pyo is rotten law;sadness;0.9177849888801575
There are more people who tip the live testimony given directly to Mrs. chaeneolneun, and that the channel side attempts to access from the Silla Zen side informers have seems in chaeneolneun organizational Meet in social director would I be without knowing who has recorded files boyeoseo is also involved in the election was the tip;happiness;0.9020481705665588
Reigning gongsin in this election was the big deal except simjaecheol impeachment speech and Mee - Ree, jinjunggwon, etc Democrats also believe this Nigga;disgust;0.745553731918335
Trouble That's this election also seems ruling party will win by two citizens conscious level below, especially young people are yiraseo problem I judicious unconditionally for even mothamyeonseo properly kkaemun's jogukjeong gyeongsim trial and the truth is identified know the socialist communist is the be descendants of Cain it looked Hou motha whether a particular Hunan;sadness;0.789169192314148
During the whole election posters in the house I want to go with each of the women do when that's gonna take Abby to the living room naturally;disgust;0.6420170664787292
"Gukgyeok over the finish Trump ""big election victory"" celebration ""Korea Corona response, the best example.""";surprise;0.4693908095359802
Looks like this in a general election is still worried about the political realignment in South Korea dwaetdago forever Uri day before yesterday, while ensuring it seats over the years we have had a majority now a mainstream switching even though the screen can still ahnindeut guseryeok United Liberal Democrats 100 seats over yet;surprise;0.2986656725406647
Metropolitan bakbing 70 seconds yeogot The hidden table gareunda entrant wins a prize or not, you must replace the 11,111 voting time;happiness;0.5004892945289612
"10 visited Daegu, Busan party confirmed the club ""Club 480 people the day visitors"" that side news articles only knock on whether local interest eopeuni";disgust;0.9239391684532166
10 dated May 4, 2020 5 saejeonbuk Shin Moon-sun dark election polls election polls closed private makmal deprecating time per call Democratic Party livelihood integration independents;fear;0.4970456063747406
Hangukdang per pro-Japanese right-wing integration in the future sovereignty of the people, let us exit in the Japanese elections both as a pride of Koreans with Abe;disgust;0.4021010398864746
Candidates running for election also Lee Hae-chan lowest prices on Portable yijaemyeong no one's interest to HR such Rhyu Si-min, not off interest me are those of gwasim and support for Democratic candidates;disgust;0.5884546637535095
After the country elections chireun won the Democratic electorate victory expected Corona until the election increased national phase situation was reversed look at the various opinion polls is not so bad this ruling flow Bloomberg statement that the President backing the re-mobilized thanks to the three mitigation Corona 19 spread analyzed;sadness;0.7626470923423767
Lee Hae-chan's representative indicated that shortly after early elections inevitable squadron not well dolahgane bad counsel will to settle the opposition time to prepare;sadness;0.44732943177223206
"Hwang Kyo-ahn, Jongno traveled 15 buildings keunjeol campaign ""Opportunities differ,"" Japan and the ark, and the right-wing Japanese meeting with the Korean Central East and collaboration, commie the time No. victims of such, incompatible with Chun and and asylum prosecution powers, with the far-right who and as a result, the people are angry at each future integration of functions paralyzed parliament";sadness;0.7426519989967346
Now before the general elections of 20 great! I used to think you'll estimated 400,000 marks was far more than I'll 8 chongttae 15th Nanami was 88 manpyo Rani chongttae 5 20th 20 manpyo played four huge;happiness;0.709496796131134
Hwang Kyo-ahn intimidation of representatives threatened Hwang Kyo-ahn election political elections Mr Trott Mr Jingshan Jingshan yigwonwoo jinttobaegi Parliament;fear;0.9708604216575623
Haeteotneunde Alba in the last presidential election exit polls in the general election this year, but I think not exit polls and relatives went to see the results ,, Vote;sadness;0.570306122303009
"Gimjongin, not the last elections ppajyeotna water ""changes to help the Democratic majority.""";disgust;0.8823859691619873
But not stupid steamed elections after Bae Hyun-jin I saenggyeot account is what it replaces thing that I think it gyang Alba 's common sense problem cup;disgust;0.5677034258842468
In addition to found the Democratic US yihaengryul 446% 429% yihaengryul future, no US commitment per integrated 208%, 406% per definition non yihaengryul not rely 109%;happiness;0.5846660733222961
Moon Jae-rattling this election is the most worrying thing containment of minority parties muneojyeoseo the Congress party alone systems entirely the work of the National Assembly 'll be the original three wind because the satellite parties which I guess is not going to be lame duck president is like the first time ever going to be hard;sadness;0.5488927960395813
Everybody'm expressing the election period to the season dere Mas producers egen too harsh season;disgust;0.8557018637657166
The prosecution of the balak crosses the defection to the yellow dog now halgeot judge and the prosecutor yunseokyeol gang punks stand 415 election;disgust;0.8604300022125244
Yeolben jyeoseu it goes eight days and sweet bean sauce Yun tteureo matjjang open democracy, hanging out war 檢 reform yunseokyeol mobilize supporters chinmun;happiness;0.870577335357666
Gangwon potatoes gave each sold a measly grand Given haneungeo US aengung in elections, but also want to say hey sihye attitude truly knowing mwotdo;disgust;0.5699934959411621
"Yinakyeon ""From now until the elections end desing will not escape"" vertical and horizontal Wujin 與 candidate country and support election day 14 days only focus on ""different seats needed to overcome the crisis 與"" ga";sadness;0.4640534520149231
2020 elections in Ghana beonoe I can lose dwaedo 20 people elected candidate election badges;disgust;0.9560348987579346
After unloading Sleeper sister danda busy gotta Proctor in the general election contractor want to introduce one in the small kitchen;disgust;0.45699095726013184
US measly Hwang Kyo-ahn Na Kyung-won, if no party wins the general election of letting declared martial law and hollering that a leftist dictatorship mitong party roots eodinya Rhee dictatorship of the Liberal Party, Park Chung-hee military dictatorship, a Republican, Chun gutae other dictatorships minjeongdang is no Did hilarious comedy jakjak haerayi myeongba offshore do not know where you are and what now;happiness;0.9176769256591797
The last general election which was about 5 cheonpyo of 3 cheonpyo where fallen to the last election also, considering the more advanced party approval ratings, such as various environmental raeya when elections can not be 5% win probability of 95%;disgust;0.6414980888366699
It is a party integrated led to a difficult situation today being ahead of the general elections due to having to think each one is named after finally do things glass naetgi create dissonance in the nomination process too think factional enemies and show the appearance leave the dangdaepyo and do mungchiji If you wish so that thinking being isolated and unsuccessful attacks;fear;0.7808742523193359
You have to be gathered in the elections coach Chungcheong scrambling to mobilize supporters elections Chungcheong DP supporters rally for victory gimjongin Lee Hae-chan;disgust;0.8050393462181091
Let look at why I noticed the comprehensive channels to cancel the election results'd like Radu sentiment along the public sentiment of the people authorized to cancel all broadcasters;sadness;0.7629098892211914
"We may yet see the end is true, I will not leave little excuse for division ""and"" after not cling to the understanding of the trade-off election now certain that meet again in a big ocean ""and the Democrats held"" jujinhyeong also go anyway to go home. """;sadness;0.5784305334091187
If the Democratic Party after election victory seem able yunseokryeol the resignation instead Hwang Kyo-ahn;disgust;0.7948033213615417
"Chamyeongjin, ""no further action taken,"" call time per tent makmal continued integration comes the good feeling that damn indigenous pirates";sadness;0.6436776518821716
Some meohak to get honestly say haneungeo face began to lessons, open school fees did meantime I did not want hear the students needs that give refunds Other meohak students are applying sane're called I'm sorry things Ana elections three lines listening gutters are good to ssagang out schools Corona asymptomatic infections I ignored;sadness;0.6461412310600281
The only way to come're committed to Ahn and the gang at 20 election now regained rather Busan broke malyijyo this vocal munpyeong;disgust;0.4481039047241211
That's what one hundred million wish accidentally put into words're used them born gigs 20,000 won. So that human geureotdaneun is at best did the truth thing to 20,000 won going begging because this election running for political 100000000 Lee Jae-yong a male man ur begging Hanno dangmyeong bakkwora;disgust;0.6650905013084412
In addition to the official Democratic candidate Lee, So - Young Lee, So - Young Democratic candidate campaigning in Uiwang Elgin, recruit talent, with the first day of No. 8 was his first day of official campaigning two days from now, saying the force initiated the development of a significant change in Gwacheon, Uiwang election victory;happiness;0.9731491804122925
Real Democrats beonbang no future 260,000 people anhamyeon I never solved straight following presidential elections rather die, I die, that the US is a measly tables can happen catastrophe ll gave a real boost to jalhaera If you or yijeongdo;disgust;0.740073025226593
4,15 election is one, day Chinilpa vicious traitors and pirates indigenous jjokbari have one, I'd impeach a president to win the battle in the day only for four years and in sakbalsik as indigenous while only demo Nancy ruin the livelihood pirates collective future We must eradicate the per hangukdang future integration jjokbari 4,15 one, the day must win victory;sadness;0.8554385304450989
Akari seual drop me a medal collection was playing to get President and zoom elections Smiley.Clark tighten changed to jyuel;disgust;0.3887157142162323
This election is aware that that came as an opportunity that can not come back, unlike sight to see from the outside itguyo why one half gone, and buntangjil their litter while also film is it true jalhaejun so it could not be held that day Lee Hae-chan sorry Hot 180 seats Would not it be celebrated inde just a few days before the day;sadness;0.7664420008659363
Mainstream sure the election stock market certainly plays Catch yinakyeon yinakyeon daejangju know first election-related daejangju Monday ceiling price;happiness;0.4445783197879791
Straight saw Pour buds clean up after than not pity only country vested powers in all haecheo country was an Remaining yesterday nationals without residual force, the baby has'm not able Others proudly Mayaguez including financial journalists to sabeopgye gangster anew Duroc pig today, ate together between elections are we going to see glaring eyes;anger;0.719027578830719
That civil society, elections ran Na Kyung-won 12th accused allegedly spreading false prosecution Na Kyung-won, why it can issue;disgust;0.9047396779060364
˙8 people ˙ Corona new diagnosis in 61 days, single-digit total of 10,661 people beoreoji Dawn explosion elections would be the end of those who confirm what to think;disgust;0.8830479979515076
"Election 10 today, would both hands ""politics for the people and stands for"" the sincerity of Buk residents giving just tell dominating ""buy taste, I believe, only Buk residents love Try committed to the Republic of Korea"" We will do our best tomorrow. Thank you Su Kim Kyung Jin Kim Kyung Jin Rep. Chung Gwangju Gwangju buk-gu, Gwangju bukgap Party candidate Kim Kyung Jin";happiness;0.8501837849617004
Bakhyeongjun 文, ahead of elections that do not carelessly say what the fuck popped the outer let go explain many bad;disgust;0.9483835697174072
When air is to focus on domestic elections, the three pro attention in the US presidential election this morning 2;disgust;0.8921714425086975
Such as the US and the Worthing chwalseu Taekyung same yirang negative remarks measly candidates chwalseu the US measly thing now entering a new time munjeim Ahn predicted Democrats win pulls yunseokyeol;disgust;0.7729300260543823
This also yiguman election campaign suddenly turned on the media, why not worry about the country owes a debt that no one ever'm not talking only up to fuck with you to scale up to the size Van De Kamps past year, even up to'd ever last year, when Lee geunhye Were not up to past;sadness;0.6138592958450317
"If the ""Suzhou Province, Tal nuclear, country, Ulsan Peacock"" won the general election stand";happiness;0.45483070611953735
"I do not know your La've been running civil lawyers 檢 key positions rather coarse elect election Mice jeongcheongrae I was elected to the new unknowingly ran joeungcheon iteotne also adjudged to have inside ""People do not want to see in the 21st National Assembly.""";happiness;0.47492048144340515
The Alba not believe this election symbol 1270 times gimpaneul candidate Elect;disgust;0.7478947639465332
Proportional representation giant who was Kim Jong Pil Korea's political history are tryin is why political retirement was that I did not get drill a 3% election threshold Kim Jong Pil's failed candidacy in the 17th general election by proportional once the ULD he who led the United Liberal Democrats are discharged receive political approval rating of 28% proportional representation prime Minister Kim Jong Pil line is defeated twice in September of 3% is not something trivial to 02% difference;sadness;0.8679169416427612
Republic of Korea rattling conservative right wing that humans do not like North Korea, Kim Jong-un would like nuiwooseu nalrae nalrae received one after another let the party defected to the future integration Wu future integration per steamed state election constituency election offices Gangnam influential books published per commie comment;happiness;0.5185361504554749
Geotinde the vote in parliamentary elections and presidential elections remain lengths in history if similar Daegu deaths ‥ maintenance of gardens flap ‥ give abuses by division turned religious and ‥ qualifications CCF ‥ Tran released pyosim hold ‥ frantic also erayi ‥ eopne are this mess commie jaseuk Ah ‥;sadness;0.8149065971374512
When this election was free hangukdang forces expected to fall to less than 50 seats chewy four;happiness;0.5488749146461487
2016 elections also should not really adapted dawn today I was really asleep No.-;neutral;0.35446658730506897
415 What Are election candidates Yongin development of these commitments Cafe;disgust;0.47336238622665405
In women, only 11 per Altogether the youth vote mock vote, following the elections go even 5% seemed to be enough seats proportional to expect one I care Yeah, okay ahswipgin even better;disgust;0.5014480352401733
Wuhan Pneumonia is an oxygen respirator requires national egen right door disastrous utilized Moon Jae-Moon disastrous way to fight only the future integration and future hangukdang crime den government conscience embargo population without election victory only My Love eventful one in the history of worst per path of hell, to escape eradication to appeal the participation of fifty million people yeoryeobun;anger;0.49686554074287415
"Hwang Kyo-ahn ""I let cash by 500,000 won per capita,"" suggested ttongjul universal welfare than the ones asked to appear in the mouth that do gegeopum then the absolute oppose that or commie";disgust;0.8038637042045593
Ah, so that people Hunan million different color graph seeing that movie Speaking at the elections maps Busan Roh except it had just hatched so that the elected Hunan;disgust;0.46614181995391846
The elections will approach the lax together this is why what turns meun is being prepared evidence and witnesses because we planned elections for balrigi how from the beginning, and you soon bucket forces M is woven plates election day Book nuclear aircraft carrier, target cruise missile investigations sswakji bad I have beaten him back Discharge American feeling;sadness;0.9632102847099304
Eunikka elections also ended each sidodang always seemed to be right ripsida War Jeju available;disgust;0.49372947216033936
Choeyeonsuk National Party of proportional representation old career academic career military property before and proportional party elections 21 parliamentarians representing the people like one priority choeyeonsuk;disgust;0.7911585569381714
Yijeongdo dolriryeo the public sentiment by giving all the money will be put off to after the elections to the plane deliberately regime veteran referee is folly;disgust;0.8745082020759583
The mother of all that there is no commitment to rehash the past samtang political philosophy of mom janghana election pledges activists;disgust;0.8971050977706909
Election victory party on `` gongsucheo speed to catch up dean seemed to edge Note Maeil ready;disgust;0.8871346116065979
"Uni apse humans should be laid in a coffin in the face, madam, would it normally water flows dangmyeong confused jakkuman per server integrated campaign;";sadness;0.7856683731079102
I atda kkaedal that this election result reporting myself woomulan frog is not a development that does not turn himself is full of sad hearts;sadness;0.8362398743629456
